

40000,36853,36853,36853,40000,49640.86,65000,70000,70000,82616.75,82616.75,82616.75,82616.75,82616.75,82616.75,82616.75,82616.75,82616.75,82616.75,82616.75,82616.75,82616.75,70000,40832.39
36853,36853,36852,36852,36853,69130.15,74112.28,74112.28,74112.28,74112.28,74112.28,74112.28,74112.28,74112.28,74112.28,74112.28,74112.28,74112.28,75000,75000,75000,74112.28,74112.28,69130.15
39370.45,39370.45,36836,36836,36836,39370.45,39370.45,39370.45,39370.45,39370.45,70000,71250.72,71250.72,70000,66062.33,39370.45,39370.45,39370.45,76000,76000,76000,70000,39370.45,39370.45
36836,36835,33952,33952,33952,33952,33952,36835,57500,57500,57500,60000,60000,60000,60000,57500,57500,57500,142000,175161.74,145000,71503.51,57500,36836
50000,36836,36836,36836,50000,66506.57,70446.56,70446.56,70446.56,70446.56,70446.56,78000,78000,78000,78000,78000,78000,78000,146662.19,161000,141000,78000,70446.56,66506.57
36835,33952,33952,33952,33952,36500,36835,36836,43689.75,43689.75,63354.48,65000,65000,65000,75000,75000,65000,65000,139000,141000,81000,65000,43689.75,36500
42000,36836,36836,36836,42000,81000,81000,95786.7,105917.3,105917.3,105917.3,105917.3,105917.3,105917.3,105917.3,105917.3,105917.3,105917.3,139000,142000,120000,105917.3,105917.3,81000
81000,69000,69000,65164.27,72029.62,81000,81000,81000,124001.88,124001.88,152372.28,180000,167230,161000,177406.07,177406.07,167230,167230,184333.76,184333.76,184333.76,177406.07,120000,73000
68000,67000,67000,67000,68000,68000,70604.64,70604.64,70604.64,70604.64,70604.64,70604.64,70604.64,70604.64,70604.64,70604.64,70604.64,70604.64,120000,120000,119036.89,70604.64,70604.64,68000
58000,58000,58000,58000,58000,58000,58000,58000,62000,67000,67900,72488.37,72488.37,67900,67000,67000,62000,67000,80000,80000,80000,67900,62000,58000
67900,67000,62773,57000,57000,67000,57000,67000,69243.87,70008.36,78000,78000,78344.31,78000,78000,78000,78000,78000,152209.88,152209.88,152209.88,152209.88,78344.31,69243.87
54175.55,51000,50000,50000,51000,58100,58100,58100,60000,80000,80000,98195.16,80000,80000,98195.16,98195.16,98195.16,80000,145000,170000,145000,80000,60000,54175.55
85000,78000,78000,78000,85000,85100,85723.14,85723.14,85723.14,85723.14,85723.14,105094.17,85723.14,85723.14,110000,110000,85723.14,85723.14,141000,147708.99,141000,110000,85723.14,85100
68000,57000,57000,57000,68000,85000,85000,86873.97,91369.47,91369.47,105077.09,105077.09,105077.09,105077.09,105077.09,105077.09,105077.09,105077.09,105077.09,132232.95,105077.09,105077.09,91369.47,85000
52921.58,52921.58,44276.81,44276.81,52921.58,57100,62000,62000,62000,68000,79947.04,79947.04,79947.04,79947.04,79947.04,79947.04,79947.04,79947.04,79947.04,79947.04,79947.04,79947.04,62000,55000
33953,33953,33953,33953,33953,35000,35000,36189,54000,55761.27,57200,62000,62000,61289.5,62000,62000,61289.5,61289.5,113936.34,113936.34,62000,61289.5,54000,35000
47312.17,47312.17,47312.17,47312.17,47312.17,47312.17,50000,50000,57200,120000,145000,146321.7,146321.7,146321.7,142000,141000,82569.87,88913.09,146321.7,146321.7,146321.7,146321.7,62500,50000
49000,46000,46000,46000,46000,46000,46000,46000,49000,57200,62500,65000,65000,65000,65000,65000,65000,65000,134488.66,134488.66,134488.66,134488.66,65000,49000
36100,36100,36100,36100,36100,36218,36219,36798.11,38000,38000,39000,63000,63000,63000,63000,63000,63000,63000,73942.6,73942.6,65000,63000,38000,36218
38000,38000,38000,38000,38000,38000,38000,38000,39000,59900,59900,85139.61,102956.82,85139.61,66000,66000,59900,66000,102956.82,102956.82,102956.82,102956.82,66000,39000
35946,35945,35945,35945,35946,70100,88624.54,120000,161000,168980,169896.45,174091.21,173588,173588,174091.21,174091.21,174091.21,169896.45,174091.21,174091.21,174091.21,169896.45,145000,66000
35930,35930,35930,35930,35930,35946,57619.36,91111.03,91111.03,91111.03,91111.03,91111.03,91111.03,91111.03,91111.03,91111.03,91111.03,91111.03,153703.19,161000,153703.19,91111.03,91111.03,35945
35945,35740,35740,35740,35945,40000,40000,93258.8,93258.8,109686.1,141000,159006.39,159006.39,159006.39,159006.39,159006.39,159006.39,148778.5,159006.39,159006.39,159006.39,159006.39,109686.1,40000
33679,33679,33679,33679,33679,33679,33679,35740,35912,35912,36000,38000,38000,38000,35913,35913,35912,35912,77719.94,96364.36,50000,38000,35912,35740
43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,45000,60000,60000,60000,60000,60000,60000,60000,96663.19,96663.19,96663.19,96663.19,60000,43000
33679,33679,33679,33679,33679,33681,35800,35800,35912,35912,60000,60000,60000,60000,60000,60000,60000,60000,176708.73,176708.73,168980,60000,35912,33681
40000,40000,40000,40000,40000,41444.75,41444.75,41444.75,41444.75,55000,80000,80000,80000,80000,80000,80000,80000,80000,139000,142000,121475.49,80000,41444.75,41444.75
50000,50000,35913,35913,50000,60000,61482.05,61482.05,61482.05,61482.05,61482.05,61482.05,61482.05,61482.05,61482.05,61482.05,61482.05,61482.05,119533.57,142000,108855.14,61482.05,61482.05,60000
35500,35500,35500,35500,35500,35913,58000,60000,81535.9,86171.3,86171.3,86171.3,86171.3,86171.3,86171.3,86171.3,86171.3,86171.3,86171.3,86171.3,86171.3,86171.3,60000,35912
33685,33685,33685,33685,33685,35300,35300,35300,35500,35500,35912,56584.96,56584.96,49000,56584.96,56584.96,56584.96,49000,139000,142000,115131.15,49000,35500,35300
35470,35470,35300,35300,35300,35470,35470,35560.51,35560.51,35560.51,35560.51,36000,36000,35560.51,35560.51,35560.51,35560.51,35560.51,36000,54000,36000,35560.51,35560.51,35560.51
43324.25,40592.96,40000,40000,40000,40000,40000,40000,48000,55000,55000,55000,92296.24,92296.24,55000,55000,55000,55000,150683.54,150683.54,150683.54,145000,92296.24,55000
50996.9,50996.9,50996.9,50996.9,50996.9,54000,55000,55000,67905.68,71436.94,139000,151694.97,151694.97,151694.97,151694.97,151694.97,151694.97,151694.97,151694.97,151694.97,151694.97,151694.97,67905.68,54000
37500,37500,37500,37500,37500,54000,96288.32,96288.32,115745.19,128499.22,153085.71,153085.71,153085.71,153085.71,153085.71,153085.71,153085.71,153085.71,153085.71,153085.71,153085.71,153085.71,112277.26,54000
33675,33675,33675,33675,33675,35000,35000,35200,35200,35300,35392.18,35466,35466,35466,35466,35466,35466,35392.18,83004.9,129449.83,60000,35466,35200,35000
35500,35467,35467,35467,35500,58000,63954.81,63954.81,63954.81,63954.81,63954.81,63954.81,63954.81,63954.81,63954.81,63954.81,63954.81,63954.81,162000,162000,139236.88,63954.81,63954.81,55000
35200,35100,35100,35100,35200,35466,35466,50000,63315.46,65000,65155.21,65155.21,65155.21,65155.21,65155.21,65155.21,65155.21,65155.21,65155.21,65155.21,65155.21,65155.21,63315.46,35466
35200,35200,35200,35200,35200,35200,35200,48000,55000,63615.1,104435.94,104435.94,104468.79,104435.94,104435.94,104435.94,63615.1,63615.1,104468.79,104468.79,104468.79,104435.94,63615.1,48000
37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,37035.05,48000,48000,48000,44000,43000,37035.05
36588.84,36588.84,36588.84,36588.84,36588.84,36588.84,36588.84,36588.84,36588.84,36588.84,37432.96,37432.96,37432.96,37432.96,37432.96,37432.96,36588.84,36588.84,43000,48000,43000,40000,37432.96,36588.84
33677,33677,33677,33677,33677,34952,40000,48000,60000,60000,146299.17,146299.17,146299.17,146299.17,146299.17,146299.17,146299.17,146299.17,146299.17,146299.17,146299.17,146299.17,60000,40000
40000,35200,35200,35200,35200,79000,79000,87715.53,100741.3,100741.3,128100.45,128100.45,128100.45,128100.45,128100.45,128100.45,128100.45,128100.45,128100.45,128100.45,128100.45,128100.45,100741.3,68894.8
60000,34952,34951,34951,45000,75000,75000,109804.01,142957.95,142957.95,166058.04,175153.76,165890,166058.04,175153.76,175153.76,175153.76,142957.95,175153.76,175153.76,175153.76,142957.95,109804.01,60000
34951,34951,34200,34200,34951,56000,65000,71000,76170.24,121238.16,121238.16,121238.16,121238.16,121238.16,121238.16,121238.16,121238.16,121238.16,121238.16,141000,121238.16,121238.16,121238.16,56000
50000,34754,34753,34753,34754,50000,50000,52677.04,52677.04,52677.04,60000,60000,60000,52677.04,52677.04,52677.04,52677.04,52677.04,125699.99,125699.99,112528.31,60000,52677.04,52677.04
33675,33675,33675,33675,33675,33675,33675,33675,33675,33675,33675,33675,33800,33675,33675,33675,33675,33675,34753,34754,34753,34300,33800,33675
34753,34753,34500,34500,34753,49000,49000,55500,77494.04,77494.04,85211.49,126205.03,126205.03,126205.03,126205.03,126205.03,111000,111000,126205.03,126205.03,126205.03,126205.03,77494.04,49000
34754,34753,34753,34753,34753,49000,49000,116890.96,116890.96,131917.25,131917.25,131917.25,131917.25,131917.25,131917.25,131917.25,131917.25,131917.25,142000,164880,131917.25,131917.25,116890.96,49000
34754,34753,34753,34753,34753,36165.53,36165.53,36165.53,36165.53,42499,45000,45000,45000,45000,57635.53,45000,45000,45000,156758.88,160873.11,69500,45000,36165.53,36165.53
39000,39000,34754,34754,39000,40000,41900,42000,54597.03,54597.03,54597.03,54597.03,54597.03,54597.03,54597.03,54597.03,54597.03,54597.03,80165.49,95883.26,79356.73,54597.03,54597.03,40000
38000,36000,36000,36000,38000,40500,40500,41500,122122.08,122122.08,122122.08,122122.08,122122.08,122122.08,122122.08,122122.08,122122.08,122122.08,141000,141000,122122.08,122122.08,80000,40500
45000,45000,45000,41500,45000,45000,45000,50000,71773.68,71773.68,71773.68,71773.68,71773.68,71773.68,71773.68,71773.68,71773.68,71773.68,78459.47,78459.47,71773.68,71773.68,71773.68,50000
38610.22,38000,37500,37500,37500,37500,37500,38000,39000,44000,44000,55000,55000,55000,44000,44000,44000,55000,139000,149911.02,141000,70594.99,55000,39000
37800,37800,37800,37500,37800,39000,44000,55000,137238.67,137238.67,137238.67,137238.67,137238.67,137238.67,137238.67,137238.67,137238.67,137238.67,141000,156071.63,137238.67,137238.67,137238.67,44000
