1,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1869.88,0,0,0,46.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.35,0,PAGUA,ANTIOQUI,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059.65,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.86,0,NORDESTE,ANTIOQUI,ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.63,48.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3745.64,0,0,0,0,LAMIEL,ATLANTIC,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22332.18,0,0,0,40.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654.94,0,BOGOTA,CAUCANAR,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22332.18,0,172.63,0,22.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14516.98,0,2654.94,0,BOGOTA,CAUCANAR,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22332.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,CAUCANAR,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,CERROMAT,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217.94,162.35,159.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861.39,1289.36,0,0,0,BOGOTA,CORDOSUC,ISAGEN S.A. E.S.P.,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767.17,0,78.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2924.09,0,0,0,BOGOTA,CQR,ISAGEN S.A. E.S.P.,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2956.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORDESTE,CQR,ISAGEN S.A. E.S.P.,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6949.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310,0,0,0,0,TOLIMA,CQR,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035.12,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585.18,0,0,0,0,BOGOTA,GCM,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28552.15,119.8,0,0,81.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37722.16,0,0,3360.55,0,BOGOTA,HUILACAQ,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28552.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,HUILACAQ,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26682.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANTIOQUI,HUILACAQ,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27438.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATLANTIC,HUILACAQ,ISAGEN S.A. E.S.P.,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORDESTE,SANCARLO,ISAGEN S.A. E.S.P.,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5921.6,0,0,82.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.5,0,0,ANTIOQUI,VALLECAU,ISAGEN S.A. E.S.P.,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7791.48,0,0,0,337.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005.4,0,PAGUA,VALLECAU,ISAGEN S.A. E.S.P.,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6981.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORDESTE,VALLECAU,ISAGEN S.A. E.S.P.,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7791.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,VALLECAU,ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,ATLANTIC,ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,ATLANTIC,EMGESA S.A. E.S.P.,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAMIEL,BOGOTA,ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORDESTE,BOLIVAR,ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,BOLIVAR,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27872.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATLANTIC,CAUCANAR,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29153.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHIVOR,CAUCANAR,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,CERROMAT,ISAGEN S.A. E.S.P.,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4803.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHIVOR,CQR,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,GCM,ISAGEN S.A. E.S.P.,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2829.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,SANCARLO,ISAGEN S.A. E.S.P.,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7705.82,587.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455.84,0,0,0,SANCARLO,VALLECAU,ISAGEN S.A. E.S.P.,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7695.43,0,327.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.5,0,0,ANTIOQUI,VALLECAU,ISAGEN S.A. E.S.P.,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8516.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CERROMAT,VALLECAU,ISAGEN S.A. E.S.P.,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7695.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANTIOQUI,VALLECAU,ELECTRIFICADORA DE SANTANDER S.A.,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,COROZO,ISAGEN S.A. E.S.P.,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,CUATRICENTENARIO,ECUADOR,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29576.77,0,0,75.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654.94,0,BOGOTA,ECUADOR220,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3749.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOLIMA,ANTIOQUI,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,CERROMAT,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,CERROMAT,ISAGEN S.A. E.S.P.,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CERROMAT,CQR,ISAGEN S.A. E.S.P.,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2924.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,CQR,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17503.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORDESTE,HUILACAQ,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17192.56,97.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13050.15,0,0,ATLANTIC,HUILACAQ,ISAGEN S.A. E.S.P.,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAMIEL,NORDESTE,ECUADOR,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13644.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORDESTE,ECUADOR220,ECUADOR,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9019.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALLECAU,ECUADOR220,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7219.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALLECAU,CAUCANAR,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573.44,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.24,0,TOLIMA,CORDOSUC,ISAGEN S.A. E.S.P.,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.35,208.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.39,0,SANCARLO,CQR,ISAGEN S.A. E.S.P.,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANTIOQUI,VALLECAU,ECUADOR,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7219.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALLECAU,ECUADOR220,ECUADOR,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9581.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,ECUADOR220,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORDESTE,CAUCANAR,ELECTRIFICADORA DEL META S.A. E.S.P.,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAMIEL,META,ISAGEN S.A. E.S.P.,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,SANCARLO,ISAGEN S.A. E.S.P.,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATLANTIC,SANCARLO,ISAGEN S.A. E.S.P.,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORDESTE,VALLECAU,ISAGEN S.A. E.S.P.,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANTIOQUI,VALLECAU,ELECTRIFICADORA DE SANTANDER S.A.,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOGOTA,COROZO
2
3
4
