	#DIV/0! 98953.61781	374.7465753	374.7465753	374.9150685	375.1808219	375.1808219	375.3616438	376.0767123	374.5958904	372.760274	373.2479452	373.6616438	373.6561644	374.0123288	374.1547945	374.3452055	375.7479452	375.739726	377.2506849	380.6534247	381.1123288	381.1123288	378.9657534	378.6438356	378.2739726	
	#DIV/0!	407249.8904	57.79726027	57.79726027	57.79726027	57.79726027	57.79726027	57.79726027	57.79726027	57.72465753	57.75616438	57.80136986	57.80136986	57.80136986	57.89863014	57.9260274	57.97123288	57.97123288	57.97123288	57.99041096	57.96712329	57.96712329	57.96712329	57.96712329	57.96712329	57.96712329	
	#DIV/0!	408126.4781	56.2109589	56.2109589	56.2109589	56.2109589	56.2109589	56.2109589	56.2109589	56.2109589	56.2109589	56.2109589	56.2109589	56.2109589	56.29315068	56.29315068	56.29315068	56.29315068	56.29315068	56.36849315	56.36849315	56.36849315	56.28630137	56.28630137	56.28630137	56.28630137	
	#DIV/0!	138232.6603	475.7657534	475.7616438	475.7616438	475.7616438	475.7616438	475.7616438	475.7616438	473.6753425	472.6109589	472.6109589	472.6109589	472.3315068	472.0780822	471.6109589	471.6109589	471.6109589	471.8410959	475.7808219	475.7808219	475.7808219	475.7808219	475.7808219	475.5424658	475.5424658	
	#DIV/0!	315035.3671	119.4328767	119.4328767	119.4328767	119.4328767	119.4328767	119.4328767	119.4328767	119.5684932	119.5684932	119.5232877	119.5232877	119.5232877	119.5232877	119.5684932	119.5684932	119.6136986	119.6136986	119.6136986	119.7945205	119.7945205	119.7945205	119.7945205	119.7945205	119.7945205	
	#DIV/0!	170110.1384	931.5068493	931.5068493	931.5068493	931.5068493	931.5068493	931.6780822	931.5068493	926.369863	918.8356164	918.6643836	918.4931507	918.4931507	917.9794521	918.3219178	920.7191781	922.4315068	923.1164384	928.9383562	930.9931507	930.9931507	930.9931507	930.9931507	930.9931507	930.9931507	
	#DIV/0!	0	2.667123288	2.667123288	3.168493151	3.168493151	2.667123288	2.667123288	3.168493151	3.168493151	3.168493151	3.168493151	3.168493151	2.667123288	2.667123288	3.168493151	2.667123288	2.667123288	3.168493151	2.667123288	2.667123288	3.168493151	2.667123288	2.667123288	2.667123288	2.667123288	
	#DIV/0!	420000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	#DIV/0!	472659.9	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.29863014	45.38219178	45.38219178	45.38219178	45.38219178	45.38219178	45.38219178	
	#DIV/0!	467387.1699	47.1739726	47.1739726	47.1739726	47.1739726	47.1739726	47.25616438	47.25616438	47.25616438	47.25616438	47.25616438	47.25616438	47.33835616	47.42054795	47.42054795	47.42054795	47.42054795	47.42054795	47.42054795	47.42054795	47.42054795	47.42054795	47.34246575	47.34246575	47.34246575	
	#DIV/0!	443602.1521	45.66712329	45.66712329	45.66712329	45.66712329	45.66712329	45.66712329	45.66712329	45.66712329	45.66712329	45.70821918	45.8260274	45.83972603	45.83972603	45.87534247	45.8890411	45.97945205	46.02054795	46.02054795	46.02054795	46.02054795	46.02054795	46.02054795	46.02054795	46.02054795	
	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	#DIV/0!	234533.2151	47.79452055	47.87808219	48.03287671	48.24109589	48.31232877	48.33013699	48.23150685	47.81369863	47.53972603	47.47671233	47.19726027	47.01506849	46.65890411	46.52465753	46.43835616	46.34520548	46.58493151	46.88493151	46.99041096	47.1260274	47.38767123	47.59041096	47.69178082	47.72054795	
	#DIV/0!	154620.9096	0	0	0	0	0	0	0	0.061643836	0.061643836	0.065753425	0.065753425	0.061643836	0.057534247	0.056164384	0.056164384	0.057534247	0.064383562	0	0	0	0	0	0	0	
	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	#DIV/0!	154538.7986	12.43150685	16.69315068	18.86438356	19.46164384	18.05068493	10.05890411	7.757534247	2.609589041	1.47260274	0.784931507	0.716438356	0.665753425	0.668493151	0.576712329	0.595890411	0.620547945	0.62739726	0.219178082	0	0	0	0	0.410958904	4.02739726	
	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	#DIV/0!	0	20.83150685	20.83150685	20.83150685	20.83150685	20.83150685	20.79041096	20.79041096	20.79041096	20.79041096	20.79041096	20.79041096	20.79041096	20.79041096	20.79041096	20.79041096	20.77123288	20.77123288	20.79041096	20.79041096	20.8109589	20.85205479	20.85205479	20.85205479	20.85205479	
	#DIV/0!	158476.6055	132.8383562	132.6328767	132.8520548	132.8794521	132.9534247	133.0068493	133.030137	132.8424658	132.7794521	132.6931507	132.7287671	132.6958904	133.0383562	133.1657534	133.2493151	133.2493151	133.2493151	133.2493151	133.2493151	133.2493151	133.6876712	133.6876712	133.6876712	133.6876712	
	#DIV/0!	152919.0712	38.55890411	38.55890411	38.55890411	38.55890411	38.55890411	38.28493151	38.64246575	38.85753425	39.31506849	39.24383562	39.24383562	39.24383562	39.01917808	39.01917808	39.01917808	39.01917808	39.01917808	39.01917808	39.17260274	39.10958904	39.17260274	39.17260274	39.0739726	38.98356164	
	#DIV/0!	96739.78493	44.06575342	45.0630137	41.36712329	41.4890411	46.15068493	46.17123288	46.66986301	46.65205479	46.95342466	47.06986301	47.09726027	47.09726027	47.09726027	47.09726027	47.09726027	47.09726027	47.32876712	47.59589041	47.8630137	47.99452055	48.02328767	47.79452055	47.08219178	44.84931507	
	#DIV/0!	0	104.209589	104.2232877	104.2232877	104.2452055	104.2452055	104.2452055	103.0123288	103.9520548	107.8452055	108.230137	108.0958904	108.1041096	108.1876712	108.5123288	108.430137	108.4164384	108.4657534	110.6726027	111.7452055	111.6219178	111.6219178	111.5054795	111.6561644	111.9465753	
	#DIV/0!	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	
	#DIV/0!	188499.0479	126.390411	126.4315068	126.4315068	125.7123288	125.7123288	126.4315068	126.3424658	126.3917808	126.130137	126.130137	126.130137	126.3287671	126.7260274	126.7260274	126.9246575	126.9246575	126.9246575	126.9726027	126.9726027	126.9726027	126.9726027	126.9726027	126.9726027	126.7739726	
	#DIV/0!	181160.6726	98.98767123	98.98767123	98.98767123	98.09041096	98.09041096	98.93287671	98.98767123	98.98767123	99.17808219	99.17808219	99.17808219	99.02876712	99.0890411	99.17808219	99.17808219	99.17808219	99.17808219	99.17808219	99.17808219	99.19178082	99.22739726	99.36575342	99.36849315	99.36849315	
	#DIV/0!	70438.50548	553.1917808	553.1917808	553.2876712	553.2876712	553.2876712	553.2876712	553.2876712	546.6712329	544.8493151	544.8493151	544.8493151	545.1369863	548.109589	547.5342466	547.5342466	547.7260274	547.7260274	552.5205479	552.9041096	552.9041096	553	553	553.1917808	553.1917808	
	#DIV/0!	83775.32055	488.1191781	488.1191781	488.1191781	488.1191781	488.1191781	488.0164384	483.0849315	481.8260274	481.6520548	481.6520548	481.8260274	481.8260274	481.8260274	482.5273973	482.5273973	482.7013699	483.0328767	487.4958904	487.4958904	487.4958904	487.4958904	487.4958904	487.4958904	487.4958904	
	#DIV/0!	103928.0932	1029.835616	1029.835616	1029.835616	1027.369863	1027.369863	1027.054795	1019.273973	1020.917808	1019.5	1022.027397	1022.40411	1022.465753	1022.465753	1022.136986	1022.280822	1022.657534	1022.719178	1044.342466	1050.493151	1050.493151	1052.958904	1051.383562	1051.068493	1049.424658	
	#DIV/0!	0	11.09863014	11.09863014	11.09863014	11.09863014	11.09863014	11.09863014	11.09863014	11.09863014	11.0890411	11.08082192	11.08082192	11.08082192	11.08082192	11.08082192	11.08082192	11.08082192	11.08082192	11.08082192	11.08082192	11.09041096	11.09041096	11.09041096	11.09041096	11.07671233	
	#DIV/0!	79668.97534	145.5479452	145.5479452	145.5479452	145.5479452	145.5479452	145.5479452	145.5479452	144.8493151	144.0342466	144.1506849	144.1506849	144.1506849	143.9178082	144.1506849	144.5	144.5	144.7328767	145.5479452	145.5479452	145.5479452	145.5479452	145.5479452	145.5479452	145.5479452	
	#DIV/0!	63663.95342	288.5808219	288.5808219	288.5808219	288.5808219	288.5808219	288.4410959	288.3013699	284.2493151	283.830137	283.690411	283.969863	284.8082192	285.9260274	286.2054795	286.2054795	286.2054795	286.2054795	288.0219178	288.0219178	288.1616438	288.1616438	288.1616438	288.1616438	288.1616438	
	#DIV/0!	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	
	#DIV/0!	0	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	61.9	
	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	#DIV/0!	0	68.62191781	68.62191781	68.62191781	68.62191781	68.62191781	68.62191781	68.55479452	68.05479452	67.94931507	67.92876712	67.92876712	67.90410959	67.93150685	67.93150685	67.93150685	67.95753425	68.08082192	68.43424658	68.46712329	68.46712329	68.5739726	68.54109589	68.54109589	68.54109589	
