"ANTIOQUI",624,598,588,596,661,790,873,940,989,1022,1080,1101,1084,1056,1048,1043,1047,1039,1183,1188,1120,961,826,701
"ATLANTIC",432,418,407,398,398,412,413,433,481,500,513,523,505,513,535,537,527,511,553,560,556,536,508,472
"BOGOTA",1166,1109,1078,1086,1155,1276,1437,1603,1748,1845,1913,1944,1919,1867,1846,1822,1810,1817,2036,2060,2028,1761,1510,1295
"BOLIVAR",306,294,288,281,280,284,274,283,299,307,318,327,327,333,342,344,338,331,370,386,384,374,354,334
"CAUCANAR",119,114,112,114,125,153,180,198,202,206,213,219,206,190,201,203,208,219,290,295,266,218,170,136
"CERROMAT",295,293,291,293,277,264,241,244,249,248,253,258,255,255,260,257,258,260,347,360,358,332,318,309
"CHIVOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CORDOSUC",200,194,189,185,186,193,181,175,188,194,204,210,204,206,220,221,216,207,248,270,271,260,238,219
"CQR",239,224,218,218,220,256,280,299,322,339,362,370,357,347,346,345,343,352,440,468,444,382,319,264
"ECUADOR138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECUADOR220",0,0,0,0,0,0,0,0,0,0,0,47,2,33,122,99,21,80,280,280,220,20,0,0
"GCM",396,384,374,367,368,371,347,345,365,379,395,408,395,408,429,428,415,404,475,500,503,491,466,437
"HUILACAQ",92,89,85,83,86,94,103,114,124,132,139,145,139,136,145,148,146,144,186,191,182,156,127,105
"LAMIEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAGDAMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"META",99,96,94,93,95,107,107,115,130,138,143,148,145,143,147,145,143,141,167,169,166,150,131,112
"NORDESTE",687,673,671,653,669,700,720,767,808,847,883,946,914,923,957,974,950,951,1092,1124,1077,960,870,708
"PAGUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANCARLO",67,69,72,70,72,74,70,69,70,74,76,72,72,74,74,76,73,74,89,86,80,71,70,66
"TOLIMA",129,124,122,121,122,132,135,146,157,166,176,180,174,174,179,178,176,174,211,228,215,194,167,146
"VALLECAU",569,548,534,532,548,597,625,695,764,811,868,902,867,865,879,879,862,841,968,991,958,846,747,645
"Total",5420,5227,5123,5090,5262,5703,5986,6426,6896,7208,7536,7800,7565,7523,7730,7699,7533,7545,8935,9156,8828,7712,6821,5949
