"ANTIOQUI",508,486,477,491,540,622,702,785,858,914,954,995,1007,962,940,924,908,944,1145,1144,1061,902,772,662
"ATLANTIC",377,368,358,353,352,357,352,377,420,436,449,458,447,449,470,473,467,478,515,507,501,493,470,438
"BOGOTA",980,939,911,904,948,1039,1149,1277,1421,1502,1603,1641,1669,1647,1645,1656,1660,1651,1813,1878,1796,1645,1403,1195
"BOLIVAR",282,276,268,265,265,266,257,266,288,300,308,315,310,310,319,321,317,328,366,362,356,345,333,312
"CAUCANAR",104,96,96,97,104,137,178,172,183,192,201,207,190,173,183,187,197,217,286,300,266,219,173,131
"CERROMAT",289,285,280,284,289,298,292,297,301,298,297,297,312,308,312,317,318,328,385,381,373,344,324,308
"CHIVOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CORDOSUC",189,184,177,171,171,177,166,165,177,181,187,195,189,187,196,197,196,206,262,266,256,244,224,205
"CQR",226,216,208,207,219,248,260,286,318,339,357,373,365,351,352,349,350,368,467,482,455,396,335,278
"ECUADOR138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECUADOR220",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,230,216,123,0,0,0
"GCM",355,345,337,334,334,332,314,321,342,350,358,371,364,366,381,385,379,405,480,477,472,449,421,392
"HUILACAQ",89,85,83,80,82,89,93,104,119,127,134,140,133,128,134,136,137,139,189,190,177,154,125,105
"LAMIEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAGDAMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"META",119,116,114,113,112,114,114,126,145,154,163,167,165,164,165,162,162,162,193,191,190,175,158,140
"NORDESTE",633,612,594,593,598,624,616,658,724,751,777,790,782,774,786,775,770,797,965,982,956,874,803,716
"PAGUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANCARLO",62,62,64,68,73,81,83,86,86,81,83,82,82,83,88,88,88,90,91,85,79,76,72,66
"TOLIMA",125,120,116,115,117,124,127,136,146,154,162,168,164,163,168,168,166,170,215,223,210,187,160,140
"VALLECAU",495,477,460,459,477,520,540,606,688,728,776,806,791,786,794,793,789,767,899,915,870,788,698,609
"Total",4860,4667,4543,4534,4681,5028,5243,5662,6216,6507,6809,7005,6970,6851,6933,6931,6904,7080,8501,8599,8141,7291,6471,5697
