"ANTIOQUI",649,619,607,619,683,816,902,959,1012,1044,1096,1136,1125,1088,1082,1079,1071,1073,1205,1212,1128,968,842,717
"ATLANTIC",524,509,495,481,476,471,459,489,542,561,578,591,573,588,603,603,590,585,635,629,632,618,599,562
"BOGOTA",1224,1161,1140,1144,1271,1573,1697,1765,1876,1918,1971,1994,1955,1918,1933,1946,1915,1950,2201,2192,2128,1875,1603,1370
"BOLIVAR",329,320,310,305,300,295,285,299,323,333,342,352,353,358,364,360,361,357,391,398,392,386,374,345
"CAUCANAR",122,115,112,115,131,176,210,196,200,206,215,218,198,189,193,200,205,231,293,298,274,220,176,147
"CERROMAT",294,290,291,288,291,293,287,291,293,287,292,304,297,305,310,312,315,314,358,364,358,339,323,304
"CHIVOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CORDOSUC",200,193,187,183,186,194,181,183,195,201,208,221,215,214,225,228,226,231,280,280,271,254,232,210
"CQR",253,238,234,234,245,280,305,322,344,362,383,398,381,375,377,377,381,397,478,483,455,397,340,288
"ECUADOR138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECUADOR220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,0
"GCM",425,409,396,395,391,381,356,361,381,394,410,503,500,530,549,550,533,549,640,638,635,610,578,446
"HUILACAQ",99,93,91,89,89,97,105,117,130,138,147,152,145,144,152,155,155,153,194,194,182,159,136,112
"LAMIEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAGDAMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"META",102,99,96,95,98,103,106,120,137,146,157,162,159,159,163,163,162,166,182,182,173,151,129,115
"NORDESTE",721,704,693,691,704,737,788,839,888,921,942,1045,1043,1058,1082,1080,1073,1106,1194,1180,1137,1038,928,754
"PAGUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANCARLO",60,66,66,67,69,69,67,66,71,75,75,73,70,74,73,72,74,76,86,81,76,71,69,66
"TOLIMA",129,122,121,118,120,133,137,148,157,167,173,181,172,175,180,178,178,177,209,211,202,182,161,145
"VALLECAU",603,571,562,557,564,609,623,693,775,823,866,906,877,874,890,898,882,851,987,991,950,848,769,670
"Total",5734,5509,5401,5381,5618,6227,6508,6848,7324,7576,7855,8236,8063,8049,8176,8201,8121,8216,9333,9353,9023,8116,7259,6251
