"ANTIOQUI",572,546,539,552,629,770,865,914,967,1014,1059,1093,1082,1035,1025,1024,1029,1038,1215,1198,1102,950,788,680
"ATLANTIC",404,390,379,367,371,384,385,405,457,483,499,508,488,497,515,515,508,495,536,534,531,515,479,441
"BOGOTA",1123,1060,1036,1036,1125,1314,1483,1626,1787,1884,1949,1994,1963,1919,1920,1908,1899,1923,2174,2167,2105,1872,1622,1390
"BOLIVAR",297,285,279,273,270,275,270,272,293,305,317,322,320,325,336,337,331,329,370,376,372,364,343,321
"CAUCANAR",121,114,110,112,123,159,198,199,207,210,221,227,211,198,200,207,215,231,310,321,288,241,188,148
"CERROMAT",292,290,286,290,294,300,297,294,300,301,305,308,306,305,307,314,310,313,353,365,350,336,317,308
"CHIVOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CORDOSUC",196,189,183,178,178,188,181,171,184,189,196,203,195,199,209,211,207,205,258,266,260,251,230,213
"CQR",236,221,218,214,225,264,299,312,328,345,370,382,367,363,361,359,360,372,453,480,455,392,329,273
"ECUADOR138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECUADOR220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0
"GCM",374,360,351,346,343,344,328,330,350,362,372,381,372,380,395,398,390,386,465,475,476,461,435,409
"HUILACAQ",93,88,86,83,84,91,100,111,123,132,142,146,138,136,146,147,146,145,187,195,183,156,126,105
"LAMIEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAGDAMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"META",131,129,126,125,126,132,131,142,161,172,177,182,180,179,181,179,178,180,207,205,202,189,169,152
"NORDESTE",566,554,541,535,544,595,611,645,711,824,860,877,832,839,874,875,859,865,996,1007,957,870,786,614
"PAGUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANCARLO",59,61,61,61,64,68,68,67,68,68,70,69,67,66,69,69,67,67,78,78,74,66,64,62
"TOLIMA",124,119,116,114,116,122,125,135,147,156,163,171,167,165,170,170,168,171,209,217,204,183,157,132
"VALLECAU",532,505,495,491,506,554,578,642,728,779,828,864,838,841,848,850,847,824,953,970,922,832,733,635
"Total",5120,4911,4806,4777,4998,5560,5919,6265,6811,7224,7528,7727,7526,7447,7556,7563,7514,7544,8824,8854,8541,7678,6766,5883
