"ANTIOQUI",593,536,505,497,501,510,520,576,660,712,755,791,799,769,741,733,720,764,1022,1034,1004,802,702,612
"ATLANTIC",500,482,470,457,453,444,420,427,439,450,459,468,471,472,471,471,463,477,592,568,572,571,559,526
"BOGOTA",1086,1008,964,936,947,962,952,1055,1198,1311,1374,1411,1411,1386,1339,1301,1315,1425,1734,1818,1760,1586,1382,1181
"BOLIVAR",338,330,324,314,309,305,286,286,293,299,310,314,319,322,323,321,324,327,383,383,383,378,372,354
"CAUCANAR",120,112,110,105,110,122,141,161,174,179,185,185,181,168,160,159,163,186,258,266,243,192,157,123
"CERROMAT",301,296,292,291,290,289,285,284,287,286,281,281,302,292,299,298,299,313,363,364,361,333,321,309
"CHIVOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CORDOSUC",214,207,201,194,192,194,181,178,181,179,182,192,196,196,197,195,200,218,280,263,257,246,233,217
"CQR",253,234,223,216,216,222,220,240,270,290,305,318,321,316,306,298,296,315,415,434,418,358,315,265
"ECUADOR138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECUADOR220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
"GCM",438,422,413,403,397,386,362,359,361,363,368,378,386,394,399,395,389,487,580,580,585,577,563,457
"HUILACAQ",101,95,90,85,84,91,88,94,104,113,118,122,123,125,123,122,121,122,169,174,167,147,127,106
"LAMIEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAGDAMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"META",116,111,108,104,102,100,97,107,118,127,133,139,140,137,136,134,132,141,164,165,162,148,135,123
"NORDESTE",709,691,678,682,681,666,672,696,732,757,784,788,787,778,767,767,781,978,1073,1072,1048,969,897,719
"PAGUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANCARLO",68,68,64,69,68,70,74,77,75,78,78,76,78,79,80,81,80,83,90,82,77,68,68,67
"TOLIMA",127,121,117,115,115,114,111,120,128,137,141,147,148,146,143,141,143,151,193,202,193,169,149,131
"VALLECAU",578,545,520,501,504,507,468,504,548,589,628,669,684,670,645,630,624,634,816,842,841,760,693,608
"Total",5542,5258,5079,4969,4969,4982,4877,5164,5568,5870,6101,6279,6346,6250,6129,6046,6050,6621,8132,8247,8121,7304,6673,5798
