"ANTIOQUI",623,588,576,590,649,781,869,927,976,1022,1064,1098,1081,1052,1038,1027,1026,1039,1142,1134,1047,927,795,672
"ATLANTIC",440,425,412,404,404,419,416,434,482,504,524,532,512,519,541,542,536,518,555,572,563,547,515,478
"BOGOTA",1143,1093,1063,1063,1118,1243,1367,1544,1700,1787,1834,1871,1833,1764,1727,1739,1698,1666,1958,1986,1958,1662,1429,1238
"BOLIVAR",309,296,290,283,280,283,273,278,301,314,324,335,336,342,351,350,344,338,375,386,385,375,358,331
"CAUCANAR",117,110,107,109,119,145,172,186,198,205,209,217,204,187,192,199,200,218,286,296,267,224,179,145
"CERROMAT",296,293,287,291,292,303,293,291,301,300,303,305,304,301,309,312,306,315,347,360,354,335,319,307
"CHIVOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CORDOSUC",207,199,193,188,190,200,183,174,189,192,201,210,203,206,220,221,217,209,251,280,276,268,244,223
"CQR",230,215,208,207,216,243,270,297,326,343,361,374,362,355,353,352,350,366,442,474,450,387,328,276
"ECUADOR138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECUADOR220",0,0,0,0,0,0,0,0,0,0,0,6,0,4,42,6,0,30,230,230,230,30,0,0
"GCM",406,390,380,374,374,375,352,349,369,383,398,409,399,412,430,430,418,409,485,504,510,492,463,434
"HUILACAQ",92,88,84,86,86,93,100,110,122,130,135,141,135,134,141,139,142,141,183,187,179,153,125,103
"LAMIEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAGDAMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"META",102,98,94,93,96,106,105,112,127,136,143,147,145,143,149,148,148,144,173,173,166,148,130,111
"NORDESTE",670,650,637,625,640,692,710,742,777,814,834,918,881,886,910,918,917,925,1065,1083,1056,949,875,718
"PAGUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANCARLO",67,68,68,67,70,75,72,70,70,72,71,70,69,72,72,72,71,74,87,81,75,70,69,67
"TOLIMA",131,125,123,121,122,132,134,144,156,166,173,179,173,172,177,178,176,173,211,230,215,195,169,147
"VALLECAU",563,535,518,513,525,566,585,652,727,773,823,862,830,824,827,827,818,808,936,951,912,815,723,626
"Total",5396,5173,5040,5014,5181,5656,5901,6310,6821,7141,7397,7674,7467,7373,7479,7460,7367,7373,8726,8927,8643,7577,6721,5876
