"ANTIOQUI",634,590,568,554,564,572,585,656,733,785,827,858,866,840,797,776,765,816,1025,996,962,832,746,668
"ATLANTIC",494,477,462,454,448,433,415,418,426,436,446,456,459,461,457,463,460,466,561,546,548,550,540,510
"BOGOTA",1176,1099,1056,1039,1046,1033,1063,1195,1337,1446,1498,1524,1522,1492,1426,1394,1418,1526,1799,1828,1812,1613,1393,1218
"BOLIVAR",345,336,332,328,324,312,297,292,287,294,307,308,311,317,314,316,328,332,393,393,391,384,374,364
"CAUCANAR",119,115,113,110,114,127,143,159,178,181,187,183,182,166,160,161,163,185,261,265,239,194,151,125
"CERROMAT",308,302,301,295,296,295,292,291,284,280,281,291,295,300,299,298,305,319,366,363,360,338,325,311
"CHIVOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CORDOSUC",213,207,200,193,192,191,177,174,180,180,185,194,197,198,198,196,194,208,268,255,250,239,225,210
"CQR",262,244,234,231,230,228,224,247,277,295,312,326,327,323,310,304,301,311,409,427,414,358,316,275
"ECUADOR138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECUADOR220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCM",432,419,406,400,393,379,356,354,360,360,366,379,386,396,399,396,399,502,604,598,601,579,553,443
"HUILACAQ",102,96,94,89,88,85,83,92,101,109,113,120,121,120,118,117,116,120,172,173,167,146,126,108
"LAMIEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAGDAMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"META",114,107,104,102,101,96,96,106,117,125,131,136,133,129,128,128,131,140,156,157,151,136,124,111
"NORDESTE",722,699,680,672,666,757,766,794,828,854,876,892,886,873,866,860,874,935,1040,1063,1040,977,893,737
"PAGUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANCARLO",70,69,66,68,67,71,75,79,77,78,78,77,79,79,81,81,80,82,90,81,76,70,70,71
"TOLIMA",132,126,123,119,119,117,115,123,135,142,148,154,157,154,154,151,149,150,186,194,188,172,154,135
"VALLECAU",587,553,528,525,507,501,469,506,552,592,631,669,688,678,660,646,631,638,813,836,835,761,691,625
"Total",5710,5439,5267,5179,5155,5197,5156,5486,5872,6157,6386,6567,6609,6526,6367,6287,6314,6730,8143,8175,8034,7349,6681,5911
